muestras,anio,fecha,hora_inicio,hora_fin,dema_int,dem_inst,aniomovil
1273,2019,24-oct,0,1,7258.358035,7443.687012,3
1274,2019,24-oct,1,2,7023.840565,7118.843262,3
1275,2019,24-oct,2,3,6908.823866,6955.373047,3
1276,2019,24-oct,3,4,6820.754047,6939.649414,3
1277,2019,24-oct,4,5,6788.85344,6742.06543,3
1278,2019,24-oct,5,6,6912.423705,6897.291992,3
1279,2019,24-oct,6,7,7288.816809,7008.598633,3
1280,2019,24-oct,7,8,7890.482112,7568.417969,3
1281,2019,24-oct,8,9,8048.998261,7981.389648,3
1282,2019,24-oct,9,10,8210.255289,8081.806641,3
1283,2019,24-oct,10,11,8240.864259,8178.456543,3
1284,2019,24-oct,11,12,8411.219456,8333.677734,3
1285,2019,24-oct,12,13,8502.300015,8439.969727,3
1286,2019,24-oct,13,14,8588.105537,8635.689453,3
1287,2019,24-oct,14,15,8510.764445,8509.943359,3
1288,2019,24-oct,15,16,8525.612847,8494.115234,3
1289,2019,24-oct,16,17,8502.546717,8478.34375,3
1290,2019,24-oct,17,18,8364.571798,8360.27832,3
1291,2019,24-oct,18,19,8079.045935,8265.044922,3
1292,2019,24-oct,19,20,8217.563851,7959.032227,3
1293,2019,24-oct,20,21,8420.552731,8437.388672,3
1294,2019,24-oct,21,22,8196.666944,8373.191406,3
1295,2019,24-oct,22,23,7919.978115,7991.88623,3
1296,2019,24-oct,23,24,7646.830469,7798.177734,3
1297,2019,25-oct,0,1,7273.922053,7510.269531,3
1298,2019,25-oct,1,2,7007.515331,7035.855469,3
1299,2019,25-oct,2,3,6904.753142,6861.120605,3
1300,2019,25-oct,3,4,6852.705972,6931.339844,3
1301,2019,25-oct,4,5,6878.763933,6825.291992,3
1302,2019,25-oct,5,6,6958.961374,6953.084961,3
1303,2019,25-oct,6,7,7264.296996,7037.706055,3
1304,2019,25-oct,7,8,7832.785635,7453.177246,3
1305,2019,25-oct,8,9,8039.8826,7938.498047,3
1306,2019,25-oct,9,10,8256.998402,8194.5,3
1307,2019,25-oct,10,11,8368.788137,8389.662109,3
1308,2019,25-oct,11,12,8370.689213,8323.134766,3
1309,2019,25-oct,12,13,8455.57624,8434.064453,3
1310,2019,25-oct,13,14,8567.030671,8575.606445,3
1311,2019,25-oct,14,15,8521.160891,8529.375,3
1312,2019,25-oct,15,16,8512.279433,8387.501953,3
1313,2019,25-oct,16,17,8464.126295,8422.947266,3
1314,2019,25-oct,17,18,8228.414372,8349.290039,3
1315,2019,25-oct,18,19,7938.836252,8073.708496,3
1316,2019,25-oct,19,20,8062.569182,7843.500977,3
1317,2019,25-oct,20,21,8209.703164,8245.84082,3
1318,2019,25-oct,21,22,7972.52487,8128.024414,3
1319,2019,25-oct,22,23,7720.95372,7781.480469,3
1320,2019,25-oct,23,24,7431.571826,7658.570313,3
1321,2019,26-oct,0,1,7127.858951,7234.849609,3
1322,2019,26-oct,1,2,6961.605853,7022.91748,3
1323,2019,26-oct,2,3,6793.783514,6901.322754,3
1324,2019,26-oct,3,4,6621.939333,6756.102539,3
1325,2019,26-oct,4,5,6583.218462,6615.739258,3
1326,2019,26-oct,5,6,6642.500603,6485.677734,3
1327,2019,26-oct,6,7,6844.752177,6764.750488,3
1328,2019,26-oct,7,8,7185.622253,6939.86377,3
1329,2019,26-oct,8,9,7376.067461,7170.662109,3
1330,2019,26-oct,9,10,7625.612041,7534.281738,3
1331,2019,26-oct,10,11,7666.697265,7666.136719,3
1332,2019,26-oct,11,12,7761.05864,7703.802734,3
1333,2019,26-oct,12,13,7753.678536,7830.314453,3
1334,2019,26-oct,13,14,7677.208158,7770.392578,3
1335,2019,26-oct,14,15,7463.662543,7548.141602,3
1336,2019,26-oct,15,16,7403.030422,7392.779297,3
1337,2019,26-oct,16,17,7372.967428,7418.018066,3
1338,2019,26-oct,17,18,7330.283823,7259.538086,3
1339,2019,26-oct,18,19,7301.405998,7273.879883,3
1340,2019,26-oct,19,20,7666.830274,7382.787598,3
1341,2019,26-oct,20,21,7948.423201,7945.464844,3
1342,2019,26-oct,21,22,7656.993265,7939.90625,3
1343,2019,26-oct,22,23,7371.930998,7488.379395,3
1344,2019,26-oct,23,24,6964.323942,7145.092773,3
1345,2019,27-oct,0,1,6631.140444,6812.77002,3
1346,2019,27-oct,1,2,6328.451309,6405.843262,3
1347,2019,27-oct,2,3,6152.801975,6266.812988,3
1348,2019,27-oct,3,4,6030.825645,5963.455078,3
1349,2019,27-oct,4,5,5920.216289,6028.46582,3
1350,2019,27-oct,5,6,5868.868589,5848.828613,3
1351,2019,27-oct,6,7,5836.866974,5832.537109,3
1352,2019,27-oct,7,8,5871.543437,5928.151367,3
1353,2019,27-oct,8,9,5805.668617,5756.638672,3
1354,2019,27-oct,9,10,6028.729079,5801.050781,3
1355,2019,27-oct,10,11,6237.996777,6035.033691,3
1356,2019,27-oct,11,12,6311.009406,6335.864258,3
1357,2019,27-oct,12,13,6383.951218,6349.141602,3
1358,2019,27-oct,13,14,6460.148555,6469.910156,3
1359,2019,27-oct,14,15,6461.897353,6521.341309,3
1360,2019,27-oct,15,16,6409.055977,6365.234863,3
1361,2019,27-oct,16,17,6395.193876,6400.246582,3
1362,2019,27-oct,17,18,6373.366935,6441.371094,3
1363,2019,27-oct,18,19,6390.196098,6366.629395,3
1364,2019,27-oct,19,20,6831.985648,6470.435547,3
1365,2019,27-oct,20,21,7241.741301,7212.476563,3
1366,2019,27-oct,21,22,7246.40056,7185.38916,3
1367,2019,27-oct,22,23,7123.038398,7220.600586,3
1368,2019,27-oct,23,24,6684.659547,6897.24707,3
1369,2019,28-oct,0,1,6307.71371,6485.152344,3
1370,2019,28-oct,1,2,6000.909214,6094.243164,3
1371,2019,28-oct,2,3,5830.878658,5838.960938,3
1372,2019,28-oct,3,4,5705.890287,5760.351074,3
1373,2019,28-oct,4,5,5722.126926,5685.63623,3
1374,2019,28-oct,5,6,5795.951614,5695.196777,3
1375,2019,28-oct,6,7,6002.939923,5793.844727,3
1376,2019,28-oct,7,8,6545.287641,6129.314453,3
1377,2019,28-oct,8,9,7119.964664,6824.914063,3
1378,2019,28-oct,9,10,7569.121452,7385.96875,3
1379,2019,28-oct,10,11,7907.298352,7739.288086,3
1380,2019,28-oct,11,12,8093.072191,7986.50293,3
1381,2019,28-oct,12,13,8279.698114,8135.541992,3
1382,2019,28-oct,13,14,8408.285784,8427.762695,3
1383,2019,28-oct,14,15,8378.100388,8487.323242,3
1384,2019,28-oct,15,16,8410.396323,8493.371094,3
1385,2019,28-oct,16,17,8424.113338,8504.269531,3
1386,2019,28-oct,17,18,8410.152016,8484.891602,3
1387,2019,28-oct,18,19,8181.199931,8209.987305,3
1388,2019,28-oct,19,20,8198.308291,8017.245117,3
1389,2019,28-oct,20,21,8411.364275,8426.740234,3
1390,2019,28-oct,21,22,8281.021688,8366.207031,3
1391,2019,28-oct,22,23,7982.440953,8158.201172,3
1392,2019,28-oct,23,24,7640.263498,7743.01123,3
1393,2019,29-oct,0,1,7332.562512,7496.881836,3
1394,2019,29-oct,1,2,7075.255803,7264.857422,3
1395,2019,29-oct,2,3,6840.798044,7010.169922,3
1396,2019,29-oct,3,4,6676.180442,6672.572266,3
1397,2019,29-oct,4,5,6637.677691,6633.643555,3
1398,2019,29-oct,5,6,6651.691049,6552.799805,3
1399,2019,29-oct,6,7,6800.796652,6685.143066,3
1400,2019,29-oct,7,8,7149.447015,6872.841797,3
1401,2019,29-oct,8,9,7456.863354,7177.349609,3
1402,2019,29-oct,9,10,7914.686943,7643.032227,3
1403,2019,29-oct,10,11,8187.526262,8076.478516,3
1404,2019,29-oct,11,12,8277.756792,8207.699219,3
1405,2019,29-oct,12,13,8400.698952,8320.563477,3
1406,2019,29-oct,13,14,8543.774076,8480.667969,3
1407,2019,29-oct,14,15,8654.932734,8665.478516,3
1408,2019,29-oct,15,16,8620.609418,8559.660156,3
1409,2019,29-oct,16,17,8643.241882,8638.408203,3
1410,2019,29-oct,17,18,8646.94948,8701.501953,3
1411,2019,29-oct,18,19,8507.495133,8545.429688,3
1412,2019,29-oct,19,20,8471.219899,8350.640625,3
1413,2019,29-oct,20,21,8662.740251,8660.96875,3
1414,2019,29-oct,21,22,8490.660422,8590.996094,3
1415,2019,29-oct,22,23,8154.032241,8370.610352,3
1416,2019,29-oct,23,24,7773.575288,7897.631836,3
1417,2019,29-oct,0,1,7521.619787,7704.683594,3
1418,2019,30-oct,1,2,7179.814994,7361.636719,3
1419,2019,30-oct,2,3,6976.291553,7094.618652,3
1420,2019,30-oct,3,4,6849.785797,6917.134766,3
1421,2019,30-oct,4,5,6756.319861,6720.379883,3
1422,2019,30-oct,5,6,6791.05235,6822.360352,3
1423,2019,30-oct,6,7,6935.911776,6784.722656,3
1424,2019,30-oct,7,8,7393.763509,6987.099121,3
1425,2019,30-oct,8,9,7756.660744,7431.807617,3
1426,2019,30-oct,9,10,8189.924311,7886.275391,3
1427,2019,30-oct,10,11,8450.974303,8306.634766,3
1428,2019,30-oct,11,12,8588.933463,8603.970703,3
1429,2019,30-oct,12,13,8654.92996,8683.380859,3
1430,2019,30-oct,13,14,8739.195486,8686.824219,3
1431,2019,30-oct,14,15,8791.591377,8748.729492,3
1432,2019,30-oct,15,16,8674.446675,8715.004883,3
1433,2019,30-oct,16,17,8665.793548,8648.142578,3
1434,2019,30-oct,17,18,8677.879619,8700.988281,3
1435,2019,30-oct,18,19,8481.631863,8599.561523,3
1436,2019,30-oct,19,20,8558.212681,8315.362305,3
1437,2019,30-oct,20,21,8696.420088,8738.727539,3
1438,2019,30-oct,21,22,8548.124837,8636.226563,3
1439,2019,30-oct,22,23,8235.217854,8450.658203,3
1440,2019,30-oct,23,24,7829.100503,7995.958496,3
1441,2019,30-oct,0,1,7410.737726,7614.601563,3
1442,2019,31-oct,1,2,7065.222326,7194.822266,3
1443,2019,31-oct,2,3,6862.961511,6954.279297,3
1444,2019,31-oct,3,4,6743.66234,6769.507324,3
1445,2019,31-oct,4,5,6666.254231,6710.02832,3
1446,2019,31-oct,5,6,6730.585806,6734.158203,3
1447,2019,31-oct,6,7,6899.948452,6752.525391,3
1448,2019,31-oct,7,8,7303.574494,7050.19873,3
1449,2019,31-oct,8,9,7623.040279,7331.162598,3
1450,2019,31-oct,9,10,8054.090167,7846.950195,3
1451,2019,31-oct,10,11,8307.338995,8138.270508,3
1452,2019,31-oct,11,12,8402.628111,8407.845703,3
1453,2019,31-oct,12,13,8524.870708,8458.508789,3
1454,2019,31-oct,13,14,8626.652797,8535.738281,3
1455,2019,31-oct,14,15,8665.361838,8625.351563,3
1456,2019,31-oct,15,16,8606.799179,8627.59375,3
1457,2019,31-oct,16,17,8643.00928,8635.450195,3
1458,2019,31-oct,17,18,8656.693213,8712.537109,3
1459,2019,31-oct,18,19,8415.980507,8517.302734,3
1460,2019,31-oct,19,20,8431.601465,8210.542969,3
1461,2019,31-oct,20,21,8474.717659,8547.925781,3
1462,2019,31-oct,21,22,8294.825373,8383.907227,3
1463,2019,31-oct,22,23,8007.989792,8216.873047,3
1464,2019,31-oct,23,24,7667.571445,7792.490723,3
1465,2019,31-oct,0,1,7333.892589,7513.140625,3
1466,2019,01-nov,1,2,7100.713536,7152.766602,3
1467,2019,01-nov,2,3,6864.278833,7023.618652,3
1468,2019,01-nov,3,4,6806.898087,6832.211426,3
1469,2019,01-nov,4,5,6749.634372,6786.607422,3
1470,2019,01-nov,5,6,6760.443925,6653.043945,3
1471,2019,01-nov,6,7,6881.539188,6639.286133,3
1472,2019,01-nov,7,8,7203.878546,6981.417969,3
1473,2019,01-nov,8,9,7493.595189,7259.789063,3
1474,2019,01-nov,9,10,7889.036425,7710.225586,3
1475,2019,01-nov,10,11,8085.340738,7922.913086,3
1476,2019,01-nov,11,12,8221.23041,8057.729492,3
1477,2019,01-nov,12,13,8387.051998,8329.730469,3
1478,2019,01-nov,13,14,8473.72902,8527.513672,3
1479,2019,01-nov,14,15,8545.450126,8510.701172,3
1480,2019,01-nov,15,16,8560.766379,8491.939453,3
1481,2019,01-nov,16,17,8525.724263,8505.325195,3
1482,2019,01-nov,17,18,8394.080483,8508.839844,3
1483,2019,01-nov,18,19,8200.932251,8307.021484,3
1484,2019,01-nov,19,20,8265.570443,7988.666992,3
1485,2019,01-nov,20,21,8298.170701,8391.080078,3
1486,2019,01-nov,21,22,8154.964463,8224.109375,3
1487,2019,01-nov,22,23,7878.68575,8040.707031,3
1488,2019,01-nov,23,24,7637.18389,7685.566406,3
1489,2019,01-nov,0,1,7447.762298,7554.386719,3
1490,2019,02-nov,1,2,7151.167499,7337.970215,3
1491,2019,02-nov,2,3,6901.970353,7031.867676,3
1492,2019,02-nov,3,4,6761.804558,6802.307617,3
1493,2019,02-nov,4,5,6705.675809,6720.933594,3
1494,2019,02-nov,5,6,6677.196537,6771.673828,3
1495,2019,02-nov,6,7,6689.895789,6637.88916,3
1496,2019,02-nov,7,8,6752.413615,6754.232422,3
1497,2019,02-nov,8,9,6826.662167,6661.623047,3
1498,2019,02-nov,9,10,7233.051592,7006.517578,3
1499,2019,02-nov,10,11,7447.79076,7381.278809,3
1500,2019,02-nov,11,12,7527.798695,7469.222168,3
1501,2019,02-nov,12,13,7557.849174,7491.301758,3
1502,2019,02-nov,13,14,7599.175669,7589.303711,3
1503,2019,02-nov,14,15,7541.809764,7699.177734,3
1504,2019,02-nov,15,16,7363.319539,7429.760254,3
1505,2019,02-nov,16,17,7285.391843,7246.774902,3
1506,2019,02-nov,17,18,7273.472831,7208.052734,3
1507,2019,02-nov,18,19,7205.884381,7157.82959,3
1508,2019,02-nov,19,20,7580.787301,7300.030762,3
1509,2019,02-nov,20,21,7506.172531,7665.84668,3
1510,2019,02-nov,21,22,7318.258038,7408.420898,3
1511,2019,02-nov,22,23,7136.584395,7216.734375,3
1512,2019,02-nov,23,24,7009.675235,7056.528809,3
1513,2019,02-nov,0,1,6727.726679,6933.498047,3
1514,2019,03-nov,1,2,6417.951073,6592.213867,3
1515,2019,03-nov,2,3,6133.113125,6312.804688,3
1516,2019,03-nov,3,4,5990.145732,6156.790039,3
1517,2019,03-nov,4,5,5876.822475,6091.113281,3
1518,2019,03-nov,5,6,5850.121765,5898.790039,3
1519,2019,03-nov,6,7,5801.022045,5814.444336,3
1520,2019,03-nov,7,8,5887.074096,5778.987305,3
1521,2019,03-nov,8,9,5885.932798,5723.949219,3
1522,2019,03-nov,9,10,6113.841438,6074.178223,3
1523,2019,03-nov,10,11,6276.07051,6225.205078,3
1524,2019,03-nov,11,12,6366.841442,6271.360352,3
1525,2019,03-nov,12,13,6498.396522,6403.741699,3
1526,2019,03-nov,13,14,6488.444595,6479.473145,3
1527,2019,03-nov,14,15,6502.207821,6415.50293,3
1528,2019,03-nov,15,16,6522.583598,6563.93457,3
1529,2019,03-nov,16,17,6526.342544,6529.581055,3
1530,2019,03-nov,17,18,6568.141974,6648.856445,3
1531,2019,03-nov,18,19,6634.992758,6598.645508,3
1532,2019,03-nov,19,20,7186.781389,6602.126953,3
1533,2019,03-nov,20,21,7482.665524,7357.226563,3
1534,2019,03-nov,21,22,7443.179563,7497.953125,3
1535,2019,03-nov,22,23,7154.634383,7227.069336,3
1536,2019,03-nov,23,24,6924.38813,7047.745605,3
1537,2019,03-nov,0,1,6475.156823,6784.154297,3
1538,2019,04-nov,1,2,6135.289667,6238.086914,3
1539,2019,04-nov,2,3,5981.360809,6017.577637,3
1540,2019,04-nov,3,4,5891.86209,5914.735352,3
1541,2019,04-nov,4,5,5870.758936,5701.194336,3
1542,2019,04-nov,5,6,5953.68045,5930.435547,3
1543,2019,04-nov,6,7,6168.1771,5992.876953,3
1544,2019,04-nov,7,8,6715.524185,6380.826172,3
1545,2019,04-nov,8,9,7258.514833,7019.548828,3
1546,2019,04-nov,9,10,7773.444629,7409.566406,3
1547,2019,04-nov,10,11,8140.509208,7904.658203,3
1548,2019,04-nov,11,12,8347.100339,8203.388672,3
1549,2019,04-nov,12,13,8458.385241,8371.717773,3
1550,2019,04-nov,13,14,8599.292263,8664.857422,3
1551,2019,04-nov,14,15,8744.201467,8534.650391,3
1552,2019,04-nov,15,16,8775.353783,8755.863281,3
1553,2019,04-nov,16,17,8805.294042,8751.763672,3
1554,2019,04-nov,17,18,8656.447224,8721.946289,3
1555,2019,04-nov,18,19,8486.758807,8578.900391,3
1556,2019,04-nov,19,20,8578.782049,8362.500977,3
1557,2019,04-nov,20,21,8720.723772,8765.175781,3
1558,2019,04-nov,21,22,8564.236802,8657.838867,3
1559,2019,04-nov,22,23,8264.687994,8473.178711,3
1560,2019,04-nov,23,24,7934.332597,8032.724609,3
1561,2019,04-nov,0,1,7603.82598,7839.029297,3
1562,2019,05-nov,1,2,7370.765391,7454.670898,3
1563,2019,05-nov,2,3,7165.55431,7140.150391,3
1564,2019,05-nov,3,4,7010.332699,7078.502441,3
1565,2019,05-nov,4,5,6976.766935,6961.125977,3
1566,2019,05-nov,5,6,6990.16644,6957.967773,3
1567,2019,05-nov,6,7,7029.804158,6915.648438,3
1568,2019,05-nov,7,8,7356.993608,7041.448242,3
1569,2019,05-nov,8,9,7723.703799,7422.568359,3
1570,2019,05-nov,9,10,8144.443043,7920.978027,3
1571,2019,05-nov,10,11,8422.520455,8355.115234,3
1572,2019,05-nov,11,12,8512.511996,8536.773438,3
1573,2019,05-nov,12,13,8658.074297,8724.955078,3
1574,2019,05-nov,13,14,8750.505839,8593.106445,3
1575,2019,05-nov,14,15,8808.77247,8985.980469,3
1576,2019,05-nov,15,16,8829.715604,8779.68457,3
1577,2019,05-nov,16,17,8860.861262,8709.260742,3
1578,2019,05-nov,17,18,8833.788396,8964.707031,3
1579,2019,05-nov,18,19,8652.606043,8712.1875,3
1580,2019,05-nov,19,20,8673.08243,8508.376953,3
1581,2019,05-nov,20,21,8772.598743,8801.472656,3
1582,2019,05-nov,21,22,8630.873208,8725.40332,3
1583,2019,05-nov,22,23,8284.929267,8512.777344,3
1584,2019,05-nov,23,24,7959.982046,8028.568359,3
1585,2019,05-nov,0,1,7678.252471,7781.98877,3
1586,2019,06-nov,1,2,7399.153096,7457.746094,3
1587,2019,06-nov,2,3,7191.642625,7270.692383,3
1588,2019,06-nov,3,4,7087.65439,7082.079102,3
1589,2019,06-nov,4,5,6987.920955,6981.682617,3
1590,2019,06-nov,5,6,7024.61441,6871.748535,3
1591,2019,06-nov,6,7,7181.634851,6959.855469,3
1592,2019,06-nov,7,8,7557.861275,7212.766602,3
1593,2019,06-nov,8,9,7897.072963,7738.96875,3
1594,2019,06-nov,9,10,8365.199558,8107.046387,3
1595,2019,06-nov,10,11,8609.93404,8409.508789,3
1596,2019,06-nov,11,12,8716.393871,8745.914063,3
1597,2019,06-nov,12,13,8795.574117,8815.701172,3
1598,2019,06-nov,13,14,8901.377329,8752.782227,3
1599,2019,06-nov,14,15,8983.868329,8913.953125,3
1600,2019,06-nov,15,16,8952.4145,8872.446289,3
1601,2019,06-nov,16,17,8986.702443,8884.103516,3
1602,2019,06-nov,17,18,8880.119538,8868.104492,3
1603,2019,06-nov,18,19,8694.417012,8875.291016,3
1604,2019,06-nov,19,20,8763.513765,8527.225586,3
1605,2019,06-nov,20,21,8892.452335,8926.05957,3
1606,2019,06-nov,21,22,8736.003945,8826.400391,3
1607,2019,06-nov,22,23,8398.623983,8614.371094,3
1608,2019,06-nov,23,24,8090.138055,8143.378906,3
1609,2019,06-nov,0,1,7838.643292,8037.796875,3
1610,2019,07-nov,1,2,7435.724453,7583.779785,3
1611,2019,07-nov,2,3,7323.380225,7427.675781,3
1612,2019,07-nov,3,4,7170.017345,7242.87793,3
1613,2019,07-nov,4,5,7091.890779,7095.592285,3
1614,2019,07-nov,5,6,7087.919645,6971.51709,3
1615,2019,07-nov,6,7,7239.474843,7084.071289,3
1616,2019,07-nov,7,8,7609.17753,7338.718262,3
1617,2019,07-nov,8,9,7998.2402,7681.62207,3
1618,2019,07-nov,9,10,8454.474788,8187.587402,3
1619,2019,07-nov,10,11,8725.690038,8573.399414,3
1620,2019,07-nov,11,12,8839.432275,8692.908203,3
1621,2019,07-nov,12,13,8988.445818,8988.22168,3
1622,2019,07-nov,13,14,9039.193133,9069.958984,3
1623,2019,07-nov,14,15,9163.694757,9229.227539,3
1624,2019,07-nov,15,16,9099.719135,9130.643555,3
1625,2019,07-nov,16,17,9113.741349,9130.083984,3
1626,2019,07-nov,17,18,8987.797467,9014.999023,3
1627,2019,07-nov,18,19,8608.373715,8810.080078,3
1628,2019,07-nov,19,20,8877.701933,8572.742188,3
1629,2019,07-nov,20,21,9004.001963,9049.430664,3
1630,2019,07-nov,21,22,8841.471152,8920.443359,3
1631,2019,07-nov,22,23,8477.134475,8732.613281,3
1632,2019,07-nov,23,24,8183.121205,8170.456055,3
1633,2019,07-nov,0,1,7911.645945,8145.196289,3
1634,2019,08-nov,1,2,7565.683956,7676.682617,3
1635,2019,08-nov,2,3,7389.488799,7530.29248,3
1636,2019,08-nov,3,4,7218.472482,7373.217773,3
1637,2019,08-nov,4,5,7183.89019,7205.92334,3
1638,2019,08-nov,5,6,7186.030251,7163.43457,3
1639,2019,08-nov,6,7,7262.163068,7214.94043,3
1640,2019,08-nov,7,8,7673.789387,7298.088379,3
1641,2019,08-nov,8,9,7973.126395,7774.848633,3
1642,2019,08-nov,9,10,8362.964362,8078.479004,3
1643,2019,08-nov,10,11,8651.46532,8649.701172,3
1644,2019,08-nov,11,12,8733.813914,8661.503906,3
1645,2019,08-nov,12,13,8835.83059,8810.128906,3
1646,2019,08-nov,13,14,8958.792118,8870.709961,3
1647,2019,08-nov,14,15,9000.600257,8992.088867,3
1648,2019,08-nov,15,16,8883.005749,8941.632813,3
1649,2019,08-nov,16,17,8821.260437,8884.858398,3
1650,2019,08-nov,17,18,8830.61937,8866.148438,3
1651,2019,08-nov,18,19,8750.370196,8827.447266,3
1652,2019,08-nov,19,20,8787.226224,8545.646484,3
1653,2019,08-nov,20,21,8779.664719,8850.003906,3
1654,2019,08-nov,21,22,8609.629647,8725.125,3
1655,2019,08-nov,22,23,8302.507392,8505.956055,3
1656,2019,08-nov,23,24,8036.18578,8087.416992,3
1657,2019,08-nov,0,1,7727.813887,7923.14502,3
1658,2019,09-nov,1,2,7411.491837,7565.570313,3
1659,2019,09-nov,2,3,7147.024195,7347.90625,3
1660,2019,09-nov,3,4,6956.564635,7049.31543,3
1661,2019,09-nov,4,5,6940.852115,6871.208984,3
1662,2019,09-nov,5,6,6909.232294,6922.429688,3
1663,2019,09-nov,6,7,6972.609507,6961.943359,3
1664,2019,09-nov,7,8,7109.541901,7005.139648,3
1665,2019,09-nov,8,9,7342.230193,7121.025391,3
1666,2019,09-nov,9,10,7862.547307,7752.420898,3
1667,2019,09-nov,10,11,8004.499933,7984.954102,3
1668,2019,09-nov,11,12,8146.213628,7957.948242,3
1669,2019,09-nov,12,13,8274.143299,8247.535156,3
1670,2019,09-nov,13,14,8319.202318,8278.171875,3
1671,2019,09-nov,14,15,8244.68831,8272.583008,3
1672,2019,09-nov,15,16,8088.882928,8159.817383,3
1673,2019,09-nov,16,17,7986.952172,8083.69043,3
1674,2019,09-nov,17,18,7911.683226,8059.717773,3
1675,2019,09-nov,18,19,7829.937662,7778.097656,3
1676,2019,09-nov,19,20,8185.693812,7846.403809,3
1677,2019,09-nov,20,21,8151.048931,8281.254883,3
1678,2019,09-nov,21,22,7917.19964,8040.543945,3
1679,2019,09-nov,22,23,7720.706474,7791.681641,3
1680,2019,09-nov,23,24,7510.268106,7685.894531,3
1681,2019,09-nov,0,1,7085.495828,7391.599609,3
1682,2019,10-nov,1,2,6790.236281,6918.737305,3
1683,2019,10-nov,2,3,6540.715343,6560.764648,3
1684,2019,10-nov,3,4,6338.979208,6406.211914,3
1685,2019,10-nov,4,5,6234.256101,6252.537598,3
1686,2019,10-nov,5,6,6230.080596,6301.126953,3
1687,2019,10-nov,6,7,6223.339217,6202.70752,3
1688,2019,10-nov,7,8,6197.759793,6226.59668,3
1689,2019,10-nov,8,9,6170.135374,6026.682129,3
1690,2019,10-nov,9,10,6368.858569,6198.451172,3
1691,2019,10-nov,10,11,6535.748686,6438.094727,3
1692,2019,10-nov,11,12,6659.542451,6461.706543,3
1693,2019,10-nov,12,13,6768.582857,6565.848633,3
1694,2019,10-nov,13,14,6823.531031,6753.146484,3
1695,2019,10-nov,14,15,6879.278901,6933.402832,3
1696,2019,10-nov,15,16,6876.40544,6806.490234,3
1697,2019,10-nov,16,17,6838.467106,6900.053711,3
1698,2019,10-nov,17,18,6858.400334,6850.59668,3
1699,2019,10-nov,18,19,6878.253352,6789.657715,3
1700,2019,10-nov,19,20,7392.687481,6874.242188,3
1701,2019,10-nov,20,21,7747.707624,7777.495117,3
1702,2019,10-nov,21,22,7751.697293,7731.684082,3
1703,2019,10-nov,22,23,7532.493912,7690.438477,3
1704,2019,10-nov,23,24,7160.401804,7342.847656,3
1705,2019,10-nov,0,1,6734.680625,6951.032227,3
1706,2019,11-nov,1,2,6412.715404,6531.660156,3
1707,2019,11-nov,2,3,6209.460496,6318.789063,3
1708,2019,11-nov,3,4,6194.594088,6285.952148,3
1709,2019,11-nov,4,5,5979.520788,5898.30957,3
1710,2019,11-nov,5,6,5939.031742,6053.874023,3
1711,2019,11-nov,6,7,6214.39425,6009.588867,3
1712,2019,11-nov,7,8,6877.258803,6479.259766,3
1713,2019,11-nov,8,9,7416.536162,7158.799805,3
1714,2019,11-nov,9,10,7946.064794,7587.693359,3
1715,2019,11-nov,10,11,8434.40434,8153.996094,3
1716,2019,11-nov,11,12,8532.590471,8625.566406,3
1717,2019,11-nov,12,13,8674.064547,8624.928711,3
1718,2019,11-nov,13,14,8772.62398,8633.943359,3
1719,2019,11-nov,14,15,8799.11685,8882.923828,3
1720,2019,11-nov,15,16,8814.411608,8752.509766,3
1721,2019,11-nov,16,17,8866.878993,8849.361328,3
1722,2019,11-nov,17,18,8795.740285,8887.391602,3
1723,2019,11-nov,18,19,8681.861188,8721.976563,3
1724,2019,11-nov,19,20,8805.123279,8535.884766,3
1725,2019,11-nov,20,21,8899.348818,8937.845703,3
1726,2019,11-nov,21,22,8748.775153,8836.273438,3
1727,2019,11-nov,22,23,8425.047227,8618.064453,3
1728,2019,11-nov,23,24,8042.388526,8170.832031,3
1729,2019,11-nov,0,1,7683.923597,7814.545898,3
1730,2019,12-nov,1,2,7324.75708,7414.768066,3
1731,2019,12-nov,2,3,7215.647533,7254.279297,3
1732,2019,12-nov,3,4,7066.864387,7048.55957,3
1733,2019,12-nov,4,5,7075.316439,6994.504883,3
1734,2019,12-nov,5,6,7112.333906,7068.492188,3
1735,2019,12-nov,6,7,7220.751007,7208.626953,3
1736,2019,12-nov,7,8,7667.114363,7335.71582,3
1737,2019,12-nov,8,9,7997.375505,7748.456543,3
1738,2019,12-nov,9,10,8438.495498,8310.264648,3
1739,2019,12-nov,10,11,8710.570257,8630.464844,3
1740,2019,12-nov,11,12,8799.257933,8804.179688,3
1741,2019,12-nov,12,13,8892.052045,8799.263672,3
1742,2019,12-nov,13,14,9013.943173,8944.050781,3
1743,2019,12-nov,14,15,8977.174539,9031.369141,3
1744,2019,12-nov,15,16,8936.141219,8871.525391,3
1745,2019,12-nov,16,17,8942.914487,8843.509766,3
1746,2019,12-nov,17,18,8828.319192,8878.228516,3
1747,2019,12-nov,18,19,8719.818623,8812.867188,3
1748,2019,12-nov,19,20,8693.850405,8516.523438,3
1749,2019,12-nov,20,21,8703.354514,8748.683594,3
1750,2019,12-nov,21,22,8511.676787,8609.142578,3
1751,2019,12-nov,22,23,8162.790766,8382.751953,3
1752,2019,12-nov,23,24,7869.197758,7921.053711,3
1753,2019,12-nov,0,1,7671.128873,7926.763672,3
